index,source,target
7891,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7892,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7893,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7894,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7895,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7896,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7897,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7898,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7899,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7900,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7901,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7902,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7903,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7904,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7905,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7906,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7907,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7908,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7909,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7910,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7911,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7912,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7913,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7914,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7915,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7916,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7917,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7918,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7919,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7920,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7921,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7922,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7923,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7924,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7925,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7926,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7927,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7928,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7929,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7930,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7931,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7932,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7933,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7934,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7935,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7936,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7937,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7938,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7939,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7940,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7941,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7942,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7943,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7944,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7945,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7946,DUMMY,
7947,DUMMY,
7948,DUMMY,
7949,DUMMY,
7950,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7951,DUMMY,
7952,DUMMY,
7953,DUMMY,
7954,DUMMY,
7955,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7956,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7957,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7958,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7959,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7960,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7961,DUMMY,
7962,DUMMY,
7963,DUMMY,
7964,DUMMY,
7965,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7966,DUMMY,
7967,DUMMY,
7968,DUMMY,
7969,DUMMY,
7970,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7971,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7972,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7973,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7974,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7975,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7976,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7977,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7978,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7979,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7980,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7981,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7982,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7983,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7984,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7985,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7986,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7987,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7988,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7989,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7990,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7991,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7992,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7993,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7994,"Ｇ級防具を精錬することで
作られた装飾品。","A decoration created by refining
G-rank armor."
7995,"お店で売れる、Ｇ級ハンター
のみが所持できる換金用の
金券。色で金額が異なる。","A cash voucher sellable at shops,
held only by G-rank Hunters.
Its color determines its value."
7996,"お店で売れる、Ｇ級ハンター
のみが所持できる換金用の
金券。色で金額が異なる。","A cash voucher sellable at shops,
held only by G-rank Hunters.
Its color determines its value."
7997,"お店で売れる、Ｇ級ハンター
のみが所持できる換金用の
金券。色で金額が異なる。","A cash voucher sellable at shops,
held only by G-rank Hunters.
Its color determines its value."
7998,"お店で売れる、Ｇ級ハンター
のみが所持できる換金用の
金券。色で金額が異なる。","A cash voucher sellable at shops,
held only by G-rank Hunters.
Its color determines its value."
7999,"お店で売れる、Ｇ級ハンター
のみが所持できる換金用の
金券。色で金額が異なる。","A cash voucher sellable at shops,
held only by G-rank Hunters.
Its color determines its value."
8000,"お店で売れる、Ｇ級ハンター
のみが所持できる換金用の
金券。色で金額が異なる。","A cash voucher sellable at shops,
held only by G-rank Hunters.
Its color determines its value."
8001,"お店で売れる、Ｇ級ハンター
のみが所持できる換金用の
金券。色で金額が異なる。","A cash voucher sellable at shops,
held only by G-rank Hunters.
Its color determines its value."
8002,"シリーズクエスト受付嬢の
ミズキがくれた狩猟委任状。
Ｇ級クエストで効果がある。","A hunting commission given to you by
Mizuki, the Series Quest receptionist.
It is effective in G-Rank Quests."
8003,"Ｇ級ハンターに向けギルドが
発行している狩猟委任状。
狩猟の成果が高評価される。","A hunting commission issued by the Guild
for G-rank Hunters.
Your hunting results are highly rated."
8004,"狩りへの熱意がこもる力強い
筆跡の紹介状。Ｇ級ハンター
の評価がより高まる。","An introduction letter with powerful handwriting
full of enthusiasm for the hunt. G-Rank Hunter
evaluations increase further."
8005,"有望なＧ級ハンターに向けて
ギルドが発行する委任状。
成果がより高く評価される。","A letter of commission issued by
the Guild for promising G-rank
Hunters. Results are rated more highly."
8006,"ＨＲ帯クエストに所持すると、
同行した猟団員ＮＰＣにも
恩恵が得られる推薦状。","A recommendation letter that, when held during HR-rank quests,
also grants benefits to accompanying
Hunting Party NPCs."
8007,"ＨＲ帯クエストに所持すると、
同行した猟団員ＮＰＣにも
恩恵が得られる推薦状。中。","A recommendation letter that, when held during HR-rank quests,
also grants benefits to accompanying
Hunting Party NPCs. Medium."
8008,"ＨＲ帯クエストに所持すると、
同行した猟団員ＮＰＣにも
恩恵が得られる推薦状。大。","A recommendation letter that, when held during HR-rank quests,
also grants benefits to accompanying
Hunting Party NPCs. Large."
8009,"ギルドが猟団へ用意した、
特別な依頼を受けるための
チケット。","A ticket prepared by the Guild
for Hunting Parties to take on
special requests."
8010,"ダクスハンクの
生産方法が記された紙。
工房に持って行こう！","A paper describing how to craft
the Daks Hank.
Take it to the Smithy!"
8011,"ダクスアクセルの
生産方法が記された紙。
工房に持って行こう！","A paper describing how to craft
the Daks Axel.
Take it to the Smithy!"
8012,"ライノミックシンシアの
生産方法が記された紙。
工房に持って行こう！","Paper describing how to craft
Rhinomic Cynthia.
Take it to the Workshop!"
8013,"ライノミックティデロの
生産方法が記された紙。
工房に持って行こう！","Paper describing how to craft
Rhinomic Tidero.
Take it to the Workshop!"
8014,"バグズジェミオレの
生産方法が記された紙。
工房に持って行こう！","Paper detailing how to craft
Bugz Gemiole.
Take it to the workshop!"
8015,"バグズジェミブルの
生産方法が記された紙。
工房に持って行こう！","Paper detailing how to craft
Bugz Gemible.
Take it to the workshop!"
8016,"セクティシリーズの
生産方法が記された紙。
工房に持って行こう！","The crafting method for Sekuti Series
is written on this paper.
Take it to the Smithy!"
8017,"セクティシリーズの
生産方法が記された紙。
工房に持って行こう！","The crafting method for Sekuti Series
is written on this paper.
Take it to the Smithy!"
8018,"セクティシリーズの
生産方法が記された紙。
工房に持って行こう！","The crafting method for Sekuti Series
is written on this paper.
Take it to the Smithy!"
8019,"セクティシリーズの
生産方法が記された紙。
工房に持って行こう！","The crafting method for Sekuti Series
is written on this paper.
Take it to the Smithy!"
8020,"セクティシリーズの
生産方法が記された紙。
工房に持って行こう！","The crafting method for Sekuti Series
is written on this paper.
Take it to the Smithy!"
8021,"ロジベルンの
生産方法が記された紙。
工房に持って行こう！","Paper detailing how to craft
Rojibern.
Take it to the Workshop!"
8022,"グリンデピアスの
生産方法が記された紙。
工房に持って行こう！","A paper describing how to
craft the Glinde Earring.
Take it to the Workshop!"
8023,"ゲネアレギルングの
生産方法が記された紙。
工房に持って行こう！","A paper describing how to
craft the Gene Aregirung.
Take it to the Workshop!"
8024,"ゲネアドーレの
生産方法が記された紙。
工房に持って行こう！","A paper describing how to
craft the Gene Adore.
Take it to the Workshop!"
8025,"アドニスラピスの
生産方法が記された紙。
工房に持って行こう！","A paper describing how to
craft the Adonis Lapis.
Take it to the Workshop!"
8026,"メルガイデソルフの
生産方法が記された紙。
工房に持って行こう！","A paper describing how to
craft Melgaidesolf.
Take it to the Smithy!"
8027,"ノクタブルトの
生産方法が記された紙。
工房に持って行こう！","Noctablut's
production method is written on this paper.
Take it to the workshop!"
8028,"ベロナマッサの
生産方法が記された紙。
工房に持って行こう！","Paper with the crafting method
for Belonamassa.
Take it to the Workshop!"
8029,"クロワボウの
生産方法が記された紙。
工房に持って行こう！","Paper describing how to craft
the Kuroa Bow.
Take it to the Smithy!"
8030,"ユエンボウの
生産方法が記された紙。
工房に持って行こう！","Paper describing
how to craft the Yuenbow.
Take it to the Workshop!"
8031,"スタウロスソードの
生産方法が記された紙。
工房に持って行こう！","Paper describing how to
craft the Stauros Sword.
Take it to the Smithy!"
8032,"ロンドゥソードの
生産方法が記された紙。
工房に持って行こう！","Rondo Sword
Production method written on this paper.
Take it to the Workshop!"
8033,"ルントハンマーの
生産方法が記された紙。
工房に持って行こう！","A paper detailing how to craft
the Lunt Hammer.
Take it to the Smithy!"
8034,"クラウスハンマーの
生産方法が記された紙。
工房に持って行こう！","The production method for the Klaus Hammer
is written on this paper.
Take it to the workshop!"
8035,"アミロシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper on how to produce
the Amilo Series.
Take it to the Smithy!"
8036,"アミロシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper on how to produce
the Amilo Series.
Take it to the Smithy!"
8037,"アミロシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper on how to produce
the Amilo Series.
Take it to the Smithy!"
8038,"アミロシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper on how to produce
the Amilo Series.
Take it to the Smithy!"
8039,"アミロシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper on how to produce
the Amilo Series.
Take it to the Smithy!"
8040,"メトリーシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper describing
how the Metrie series is made.
Take it to the Workshop!"
8041,"メトリーシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper describing
how the Metrie series is made.
Take it to the Workshop!"
8042,"メトリーシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper describing
how the Metrie series is made.
Take it to the Workshop!"
8043,"メトリーシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper describing
how the Metrie series is made.
Take it to the Workshop!"
8044,"メトリーシリーズの
生産方法が記された紙。
工房に持って行こう！","A paper describing
how the Metrie series is made.
Take it to the Workshop!"
8045,DUMMY,
8046,DUMMY,
8047,DUMMY,
8048,"光刀を極めたものだけが
入手可能な証。光刀の
強化方法が記されている。","A proof obtainable only by those
who have mastered the Light Blade.
Its upgrade method is recorded inside."
8049,"光刀を極めたものだけが
入手可能な証。光刀の
強化方法が記されている。","A proof obtainable only by those
who have mastered the Light Blade.
Its upgrade method is recorded inside."
8050,"狩りの間中、特殊な能力が
持続する。力尽きても効果は
持続。ただし効果は一つだけ。","A special ability persists throughout the hunt.
The effect persists even if you faint.
However, only one effect can be active."
8051,"狩りの間中、特殊な能力が
持続する。力尽きても効果は
持続。ただし効果は一つだけ。","A special ability persists throughout the hunt.
The effect persists even if you faint.
However, only one effect can be active."
8052,"狩りの間中、特殊な能力が
持続する。力尽きても効果は
持続。ただし効果は一つだけ。","A special ability persists throughout the hunt.
The effect persists even if you faint.
However, only one effect can be active."
8053,"狩りの間中、特殊な能力が
持続する。力尽きても効果は
持続。ただし効果は一つだけ。","A special ability persists throughout the hunt.
The effect persists even if you faint.
However, only one effect can be active."
8054,"狩りの間中、特殊な能力が
持続する。力尽きても効果は
持続。ただし効果は一つだけ。","A special ability persists throughout the hunt.
The effect persists even if you faint.
However, only one effect can be active."
8055,"An elixir that, when drunk,
increases defense and gains
""Caring +3.""",
8056,"モンスターを一定数狩猟する
と貰えるメダル。集めて
調合屋に持っていこう！","A medal earned for hunting a
certain number of monsters. Collect
them and take them to the Apothecary!"
8057,"クエスト達成後の待ち時間を
短縮【微】。ハンターが１人
の時のみ有効。(NPCを除く)","Shortens the wait time after clearing
a Quest [Slight]. Only effective with
1 Hunter. (NPCs excluded)"
8058,"クエスト達成後の待ち時間を
短縮【小】。ハンターが１人
の時のみ有効。(NPCを除く)","Shortens the wait time after clearing
a Quest [Small]. Only effective with
1 Hunter. (NPCs excluded)"
8059,"クエスト達成後の待ち時間を
短縮【中】。ハンターが１人
の時のみ有効。(NPCを除く)","Shortens the wait time after clearing
a Quest [Medium]. Only effective with
1 Hunter. (NPCs excluded)"
8060,"クエスト達成後の待ち時間を
短縮【大】。ハンターが１人
の時のみ有効。(NPCを除く)","Shortens the wait time after clearing
a Quest [Large]. Only effective with
1 Hunter. (NPCs excluded)"
8061,"クエスト達成後の待ち時間を
短縮【極大】。ハンターが１
人の時のみ有効。(NPCを除く)","Greatly reduces the wait time after
Quest completion. Only effective
with 1 Hunter. (Excludes NPCs)"
8062,"お守りの力により、気力が
充実！いつもよりも多くの
採集が行える。【効果：微】","By the power of the Charm, your vigor
is restored! You can gather more
than usual. [Effect: Minimal]"
8063,"お守りの力により、気力が
充実！いつもよりも多くの
採集が行える。【効果：小】","By the power of the Charm, your vigor
is restored! You can gather more
than usual. [Effect: Small]"
8064,"お守りの力により、気力が
充実！いつもよりも多くの
採集が行える。【効果：中】","By the power of the Charm, your vigor
is restored! You can gather more
than usual. [Effect: Medium]"
8065,"お守りの力により、古の採集
名人の魂が降臨！匠の技で
採集を行える。【効果：微】","By the power of the Charm, the soul
of an ancient gathering master descends!
Gather with masterful skill. [Effect: Minimal]"
8066,"お守りの力により、古の採集
名人の魂が降臨！匠の技で
採集を行える。【効果：小】","By the power of the Charm, the soul
of an ancient gathering master descends!
Gather with masterful skill. [Effect: Small]"
8067,"クエスト出発時に体力が１０
増加する。力尽きても
効果は持続する。","Health +10 when departing on a
Quest. The effect persists even
after you faint."
8068,"クエスト出発時に体力が２０
増加する。力尽きても
効果は持続する。","Health +20 when departing on a
Quest. The effect persists even
after you faint."
8069,"クエスト出発時に体力が３０
増加する。力尽きても
効果は持続する。","Health +30 when departing on a
Quest. The effect persists even
after you faint."
8070,"クエスト出発時に体力が４０
増加する。力尽きても
効果は持続する。","Health +40 when departing on a
Quest. The effect persists even
after you faint."
8071,"クエスト出発時に体力が５０
増加する。力尽きても
効果は持続する。","Health +50 when departing on a
Quest. The effect persists even
after you faint."
8072,"クエスト出発時にスタミナが
１０増加する。力尽きても
効果は持続する。","Stamina +10 when departing on a
Quest. The effect persists even
after you faint."
8073,"クエスト出発時にスタミナが
２０増加する。力尽きても
効果は持続する。","Stamina +20 when departing on a
Quest. The effect persists even
after you faint."
8074,"クエスト出発時にスタミナが
３０増加する。力尽きても
効果は持続する。","Stamina +30 when departing on a
Quest. The effect persists even
after you faint."
8075,"クエスト出発時にスタミナが
４０増加する。力尽きても
効果は持続する。","Stamina +40 when departing on a
Quest. The effect persists even
after you faint."
8076,"クエスト出発時にスタミナが
５０増加する。力尽きても
効果は持続する。","Stamina +50 when departing on a
Quest. The effect persists even
after you faint."
8077,"クエスト達成時の獲得
狩人珠ポイントが２倍になる。","Doubles the Hunter's Orb points
gained on Quest completion."
8078,"名称仮。
だみー。","Temporary name.
dummy."
8079,"名称仮。
だみー。","Temporary name.
dummy."
8080,"名称仮。
だみー。","Temporary name.
dummy."
8081,"名称仮。
だみー。","Temporary name.
dummy."
8082,"剣士系武器に装填することで
威力を固定の爆発ダメージに
変える貴重な石。最大１０個。","A precious stone that, when loaded into a blademaster weapon,
turns its power into fixed explosive damage.
Maximum of 10."
8083,"進化武器に装填することで
攻撃力を上げられる貴重な石。
最大１０個。","Loading it into an evolving weapon
raises your Attack. A precious stone.
Max 10."
8084,"剣士系武器に装填することで
攻撃に毒効果を付与できる
貴重な石。最大５個。","A precious stone that, when loaded into a blademaster weapon,
grants attacks a poison effect.
Maximum of 5."
8085,"剣士系武器に装填することで
攻撃に麻痺効果を付与できる
貴重な石。最大５個。","A precious stone that, when loaded into blademaster weapons,
grants a Paralysis effect to attacks.
Max: 5."
8086,"剣士系武器に装填することで
攻撃に睡眠効果を付与できる
貴重な石。最大５個。","A precious stone that, when loaded into blademaster weapons,
grants a Sleep effect to attacks.
Max: 5."
8087,"剣士系武器に装填することで
攻撃に火属性を付与できる
貴重な石。最大１０個。","A precious stone that, when loaded into blademaster weapons,
grants Fire element to attacks.
Max: 10."
8088,"剣士系武器に装填することで
攻撃に水属性を付与できる
貴重な石。最大１０個。","A precious stone that, when loaded into a blademaster weapon,
grants attacks a Water element.
Maximum of 10."
8089,"剣士系武器に装填することで
攻撃に雷属性を付与できる
貴重な石。最大１０個。","A precious stone that, when loaded into blademaster weapons,
grants Thunder element to attacks.
Max: 10."
8090,"剣士系武器に装填することで
攻撃に氷属性を付与できる
貴重な石。最大１０個。","A precious stone that, when loaded into a blademaster weapon,
grants attacks an Ice element.
Maximum of 10."
8091,"剣士系武器に装填することで
攻撃に龍属性を付与できる
貴重な石。最大１０個。","A precious stone that, when loaded into blademaster weapons,
grants Dragon element to attacks.
Max: 10."
8092,"多くの依頼を達成しギルドに
貢献した証。本のような形で
まとめられており、分厚い。","A proof of completing many requests and
contributing to the Guild. It is bound
like a book, and is thick."
8093,"心地よい音を発する、
不思議な宝珠。歌の効力を
高めることができる。","A mysterious orb that emits
a pleasant sound. It can enhance
the effects of songs."
8094,"有名な菓子職人が作った
外はしっとり、中はふんわり
女性が喜ぶ絶品ケーキ。","A superb cake made by a famous
pastry chef. Moist outside, fluffy
inside, sure to delight any woman."
8095,"有名な養蜂職人が作った
花蜜の栄養たっぷりのジャム。
声が美しくなるとの噂。","A jam packed with the nutrients of
flower nectar, made by a famous
beekeeper. Rumored to beautify the voice."
8096,"有名な茶葉職人が作った
のどに優しい甘いお茶。
声に気を使う方にぜひ。","A sweet, gentle-on-the-throat tea
made by a famous tea Master.
A must for anyone mindful of their voice."
8097,"アイルーが拾ってきた、何か
の花の種。小さいが、とても
強い生命力を感じる。","A flower seed of some kind
that a Felyne picked up. Small,
yet it brims with life force."
8098,"ハンターの採集生活を
体験できる図面。
本当に採集できます。","A blueprint that lets you experience
the gathering life of a Hunter.
You can really gather."
8099,"尾晶蠍の身体の細部に生えて
いる細かな毛。毒性を帯びて
いるので非常に危険。","Fine hairs growing on the
details of the Tail Crystal Scorpion's body. They are
poisonous, so extremely dangerous."
8100,"アクラ・ヴァシムの体液が
凝固してできた結晶。
衝撃によって眩い光を放つ。","A crystal formed when
Akura Vashimu's bodily fluids
coagulated. It gives off a dazzling light on impact."
8101,"アクラ・ヴァシムの濃厚な
体液。粘着性を含んでおり
身体に付くと中々取れない。","A thick bodily fluid from
Akura Vashimu. Its sticky nature
makes it cling to the body."
8102,"突然変異した黒鎧竜から
剥ぎ取れる骨髄。熱せられた
表面は赤色を帯びている。","Bone marrow that can be carved
from a mutated Basarios. Its heated
surface is tinged with red."
8103,"空気に触れると発火してしまう
黒鎧竜の骨髄。
素早い加工技術が要求される。","Bone marrow that bursts into flame
on contact with air, from a Black
Armor Dragon. Requires swift processing skills."
8104,"黒鎧竜の血液を生成する器官。
その血液は岩石を容易く
溶かすほどの高温である。","An organ that produces a black-shelled
wyvern's blood. That blood is hot enough
to easily melt rock."
8105,"黒鎧竜の生命活動において、
最も大事な器官。生成される
髄液は焔のように熱いという。","The organ most vital to a black-shelled
wyvern's life. The marrow fluid it produces
is said to be hot as flame."
8106,"強力な個体の砂竜から剥ぎ
取れる鱗。摩擦が起きにくい
つくりをしている。","A scale carved from a powerful
Sand Dragon. Its structure
resists friction."
8107,"深い青みを帯びた砂竜の鱗。
武器や防具の装飾として
用いられることが多い。","A sand wyvern's scale tinged with deep blue.
Often used as decoration
for weapons and armor."
8108,"狂暴なドスガレオスの鱗。
荒れた鱗だが、その強度は
飛竜の甲殻に匹敵する。","Scale of a violent Cephadrome.
Though a rough scale, its strength
is comparable to a Wyvern's carapace."
8109,"激昂するドスガレオスの鱗。
滅多にお目に掛かれない
幻の素材。","A scale from a raging Cephadrome.
A phantom material that is
rarely ever seen."
8110,"黄金に光輝く金火竜の逆鱗。
触れることを拒むかの如く
鋭利な形状をしている。","A reverse scale of the Gold Fire Wyvern, shining gold.
As if refusing to be touched,
it has a razor-sharp shape."
8111,"金火竜の体内で生成される
稀少な宝石。残月の光を
浴びると紅色に光輝く。","A rare gemstone formed within
the Gold Fire Dragon's body. Bathed
in the waning moon's light, it glows crimson."
8112,"ドスランポスの内臓器官。
様々な効果を持つ液体が
溜まっている。","A Velocidrome's internal organs.
They contain a liquid with
various effects."
8113,"水竜の体内で生成された
不思議な玉。水の中に入れる
と水泡が噴き出る。","A mysterious orb generated
inside Plesioth's body. Placed in water,
it spouts bubbles."
8114,"体液に含まれる金属分が
電気によって固まった
ベルキュロスの涙。","A Berukyurosu tear formed when metallic
components in its body fluids were
hardened by electricity."
8115,"喰血竜が吸血した体液は、
ここで一時的に保存している。
とても脆く、劣化が早い。","The bodily fluids sucked by the Bloodsucking Dragon
are temporarily stored here.
They are very fragile and deteriorate quickly."
8116,"ドスランポスから剥ぎ取った
鱗。ランポスより硬く、加工
は困難を極める。","A scale carved from a Velocidrome.
Harder than a Velociprey's, and
processing it is extremely difficult."
8117,"ランポスリーダーの牙。細く
鋭いため、よく加工道具に
用いられる。","A Velociprey Leader's fang. Thin and
sharp, it is often used as
a crafting tool."
8118,"ランポスの群れを束ねる
リーダーの証。色や形で
群れの大きさが分かる。","Proof of the leader that
commands a Velociprey pack.
Its color and shape show the pack's size."
8119,"ドスランポスの激しい動きを
支える堅牢な骨。損傷の少ない
骨格は高値で取引される。","A sturdy bone that supports
the Velocidrome's intense movement. Its
well-preserved skeleton trades for a high price."
8120,"ドスゲネポスから剥ぎ取った
鱗。ゲネポスより硬いが、
より良質な武具が作成可能。","A scale carved from a Gendrome.
Harder than a Genprey's, but
it can be used to craft higher-quality gear."
8121,"ドスゲネポスに生えている
２本の牙。飛竜種をも麻痺
させる神経毒を分泌する。","Two fangs growing on a Gendrome.
They secrete a neurotoxin that
paralyzes even Wyverns."
8122,"ゲネポスの群れを束ねる
リーダーの証。色や形で
群れの大きさが分かる。","The proof of a leader that binds
a pack of Genprey together. By its color
and shape, the pack's size can be told."
8123,"絶命後も強力な神経毒を
含むドスゲネポスの爪。","A Gendrome claw that still holds
a potent neurotoxin even after death."
8124,"ドスイーオスから剥ぎ取った
鱗。毒を含んでいる為、加工
に手間がかかる。","A scale carved from an Iodrome.
Because it contains poison, processing it
takes effort."
8125,"発達したドスイーオスの骨。
多少の毒性を含むため、刃や
矢尻などに使用される。","Developed Velocidrome bone.
Because it contains some toxicity, it is used for
blades and arrowheads, etc."
8126,"イーオスの群れを束ねる
リーダーの証。色や形で
群れの大きさが分かる。","Proof of the leader that
commands an Ioprey pack.
Its color and shape show the pack's size."
