index,source,target
37992,極龍の力を具現する篭手。抱{j}える武器は、肉となり、体の{j}一部となり自由自在に扱える。,"Gauntlets embodying the Extreme Dragon's{j}power. Held weapons become flesh and part{j}of the body, wielded freely."
37993,極龍の力を具現する篭手。抱{j}える武器は、肉となり、体の{j}一部となり自由自在に扱える。,"Gauntlets embodying the Extreme Dragon's{j}power. Held weapons become flesh and part{j}of the body, wielded freely."
37994,蒼白の手甲。この手で振るわ{j}れし武器は、雷神の如き、{j}威力を奮うという。,Pale armguards. The weapon wielded{j}by this hand is said to{j}unleash the power of a thunder god.
37995,蒼白の手甲。この手で振るわ{j}れし武器は、雷神の如き、{j}威力を奮うという。,Pale armguards. The weapon wielded{j}by this hand is said to{j}unleash the power of a thunder god.
37996,蒼白の手甲。この手で振るわ{j}れし武器は、雷神の如き、{j}威力を奮うという。,Pale armguards. The weapon wielded{j}by this hand is said to{j}unleash the power of a thunder god.
37997,蒼白い雷に彩られた手甲。握{j}られた武器は神弩となり、{j}雷神の如き力を得る。,"Armguards adorned with pale lightning. The{j}gripped weapon becomes a divine bowgun,{j}gaining the power of a thunder god."
37998,蒼白い雷に彩られた手甲。握{j}られた武器は神弩となり、{j}雷神の如き力を得る。,"Armguards adorned with pale lightning. The{j}gripped weapon becomes a divine bowgun,{j}gaining the power of a thunder god."
37999,蒼白い雷に彩られた手甲。握{j}られた武器は神弩となり、{j}雷神の如き力を得る。,"Armguards adorned with pale lightning. The{j}gripped weapon becomes a divine bowgun,{j}gaining the power of a thunder god."
38000,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪剛種防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Gou Armor≫{/c}"
38001,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪天嵐防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Tenran Armor≫{/c}"
38002,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪覇種防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Supremacy Armor≫{/c}"
38003,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪Ｇ級覇種≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪G-Rank Supremacy≫{/c}"
38004,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪烈種防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Burst Armor≫{/c}"
38005,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪始種防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Origin Armor≫{/c}"
38006,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪剛種防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Gou Armor≫{/c}"
38007,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪天嵐防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Tenran Armor≫{/c}"
38008,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪覇種防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Supremacy Armor≫{/c}"
38009,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪Ｇ級覇種≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪G-Rank Supremacy≫{/c}"
38010,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪烈種防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Burst Armor≫{/c}"
38011,全身を熱気が包み込む、{j}紅蓮獅子の腕防具。{j}{c02}≪始種防具≫{/c},"Wrapping the whole body in heat,{j}Crimson Lion Arms Armor.{j}{c02}≪Origin Armor≫{/c}"
38012,爆炎の如き力を得る腕防具。{j}身に纏う者の能力を高める。{j}{c02}≪始種防具≫{/c},Arm armor that grants power like a blazing flame.{j}Enhances the abilities of the wearer.{j}{c02}≪Origin Armor≫{/c}
38013,爆炎の如き力を得る腕防具。{j}身に纏う者の能力を高める。{j}{c02}≪始種防具≫{/c},Arm armor that grants power like a blazing flame.{j}Enhances the abilities of the wearer.{j}{c02}≪Origin Armor≫{/c}
38014,華麗かつ美しい腕防具。{j}その美しさゆえ、求める者が{j}絶えない。{c02}≪始種防具≫{/c},"A gorgeous, beautiful piece of arm armor.{j}Its beauty is such that{j}seekers never cease.{c02}≪Origin Armor≫{/c}"
38015,美しく装飾された腕防具。{j}花を思わせる、造形は人を{j}魅了する。{c02}≪始種防具≫{/c},"Arms armor, beautifully ornamented.{j}Its flower-inspired form{j}captivates all who behold it.{c02}≪Origin Armor≫{/c}"
38016,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪始種防具≫{/c},"Made from Flame Horned Dragon materials,{j}valiant Arms Armor. Morale{j}burns fiercely.{c02}≪Origin Armor≫{/c}"
38017,炎角竜の素材を使用した、{j}猛々しい腕防具。士気が{j}燃え滾る。{c02}≪始種防具≫{/c},"Made from Flame Horned Dragon materials,{j}valiant Arms Armor. Morale{j}burns fiercely.{c02}≪Origin Armor≫{/c}"
38018,強烈な鉄槌を打ち下ろす{j}獄狼竜の篭手。{c04}≪遷悠防具：{j}龍属性攻撃強化【大】≫{/c},The gauntlets of a{j}Stygian Zinogre that strikes down with a powerful iron hammer.{c04}≪Exotic Armor:{j}Dragon Attack (Large)≫{/c}
38019,強烈な鉄槌を打ち下ろす{j}獄狼竜の篭手。{c04}≪遷悠防具：{j}龍属性攻撃強化【大】≫{/c},The gauntlets of a{j}Stygian Zinogre that strikes down with a powerful iron hammer.{c04}≪Exotic Armor:{j}Dragon Attack (Large)≫{/c}
38020,強烈な鉄槌を打ち下ろす{j}獄狼竜の篭手。{c04}≪遷悠防具：{j}龍属性攻撃強化【大】≫{/c},The gauntlets of a{j}Stygian Zinogre that strikes down with a powerful iron hammer.{c04}≪Exotic Armor:{j}Dragon Attack (Large)≫{/c}
38021,強烈な鉄槌を打ち下ろす{j}獄狼竜の篭手。{c04}≪遷悠防具：{j}龍属性攻撃強化【大】≫{/c},The gauntlets of a{j}Stygian Zinogre that strikes down with a powerful iron hammer.{c04}≪Exotic Armor:{j}Dragon Attack (Large)≫{/c}
38022,獄狼竜の龍気を封じた篭手。{j}龍をも蝕む力が。{c04}≪遷悠防具：{j}龍属性攻撃強化【大】≫{/c},Gauntlets that seal a Stygian Zinogre's dragon energy.{j}A power that corrodes even dragons.{c04}≪Exotic Armor:{j}Dragon Attack (Large)≫{/c}
38023,獄狼竜の龍気を封じた篭手。{j}龍をも蝕む力が。{c04}≪遷悠防具：{j}龍属性攻撃強化【大】≫{/c},Gauntlets that seal a Stygian Zinogre's dragon energy.{j}A power that corrodes even dragons.{c04}≪Exotic Armor:{j}Dragon Attack (Large)≫{/c}
38024,獄狼竜の龍気を封じた篭手。{j}龍をも蝕む力が。{c04}≪遷悠防具：{j}龍属性攻撃強化【大】≫{/c},Gauntlets that seal a Stygian Zinogre's dragon energy.{j}A power that corrodes even dragons.{c04}≪Exotic Armor:{j}Dragon Attack (Large)≫{/c}
38025,獄狼竜の龍気を封じた篭手。{j}龍をも蝕む力が。{c04}≪遷悠防具：{j}龍属性攻撃強化【大】≫{/c},Gauntlets that seal a Stygian Zinogre's dragon energy.{j}A power that corrodes even dragons.{c04}≪Exotic Armor:{j}Dragon Attack (Large)≫{/c}
38026,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38027,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38028,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38029,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38030,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38031,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38032,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38033,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38034,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38035,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38036,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38037,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38038,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38039,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38040,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38041,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38042,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38043,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38044,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38045,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38046,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38047,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38048,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38049,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38050,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38051,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38052,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38053,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38054,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38055,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38056,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38057,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38058,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38059,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38060,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38061,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38062,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38063,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38064,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38065,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38066,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38067,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38068,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38069,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38070,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38071,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38072,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38073,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38074,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38075,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38076,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38077,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38078,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38079,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38080,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38081,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38082,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38083,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38084,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38085,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38086,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38087,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38088,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38089,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38090,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38091,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38092,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38093,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38094,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38095,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38096,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38097,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38098,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38099,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38100,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38101,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38102,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38103,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38104,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38105,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38106,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38107,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38108,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38109,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38110,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38111,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38112,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38113,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38114,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38115,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38116,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38117,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38118,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。若者に爆発的人気。,"Modeled after the Lynians, casual design{j}arms armor. Explosively popular among the{j}youth."
38119,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪狩護防具≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪Hunting Guard Armor≫{/c}"
38120,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38121,獣人族に見立てて作られた、{j}カジュアルなデザインの腕{j}防具。{c11}≪Ｇ級狩護≫{/c},"Modeled after the Lynians,{j}casual design arms{j}armor.{c11}≪G-Rank Hunting Guard≫{/c}"
38122,異世界では救世主とも呼ばれ{j}ている者の衣服を模倣した腕{j}防具。邪悪な心が宿るらしい。,Arms Armor modeled after the clothing of{j}one who is called a savior in another{j}world. It is said to harbor an evil heart.
38123,異世界では救世主とも呼ばれ{j}ている者の衣服を模倣した腕{j}防具。邪悪な心が宿るらしい。,Arms Armor modeled after the clothing of{j}one who is called a savior in another{j}world. It is said to harbor an evil heart.
38124,異世界では救世主とも呼ばれ{j}ている者の衣服を模倣した腕{j}防具。邪悪な心が宿るらしい。,Arms Armor modeled after the clothing of{j}one who is called a savior in another{j}world. It is said to harbor an evil heart.
38125,異世界では救世主とも呼ばれ{j}ている者の衣服を模倣した腕{j}防具。{c11}≪狩護防具≫{/c},Arms{j}Armor modeled after the clothing of one who is called{j}a savior in another world.{c11}≪Hunting Guard Armor≫{/c}
38126,異世界では救世主とも呼ばれ{j}ている者の衣服を模倣した腕{j}防具。{c11}≪Ｇ級狩護≫{/c},Arms{j}Armor modeled after the clothing of one who is called{j}a savior in another world.{c11}≪G-Rank Hunting Guard≫{/c}
38127,異世界では救世主とも呼ばれ{j}ている者の衣服を模倣した腕{j}防具。{c11}≪Ｇ級狩護≫{/c},Arms{j}Armor modeled after the clothing of one who is called{j}a savior in another world.{c11}≪G-Rank Hunting Guard≫{/c}
38128,異世界では救世主とも呼ばれ{j}ている者の衣服を模倣した腕{j}防具。邪悪な心が宿るらしい。,Arms Armor modeled after the clothing of{j}one who is called a savior in another{j}world. It is said to harbor an evil heart.
